OrderID,OrderDate,CustomerID,CustomerName,Region,Country,ProductID,ProductName,Category,Quantity,UnitPrice,TotalPrice,Discount,Profit
ORD1872,2023-04-20 00:00:00,CUST668,John Frazier,North America,India,COMIC242,Comics,Books,5,614.82,2735.95,0.11,774.87
ORD1296,2023-09-05 00:00:00,CUST615,Matthew Rogers,Asia,UK,BIOGR791,Biography,Books,9,633.48,5473.27,0.04,1595.54
ORD1180,2023-03-11 00:00:00,CUST617,Jeff Kelly,Australia,USA,JEANS283,Jeans,Clothing,8,456.54,3506.23,0.04,720.44
ORD1174,2023-07-29 00:00:00,CUST591,Olivia Kim,Europe,UK,LAPTO753,Laptop,Electronics,1,869.65,860.95,0.01,150.49
ORD1100,2022-10-14 00:00:00,CUST651,Miranda Mosley,Asia,Canada,T-SHI684,T-Shirt,Clothing,3,990.7,2556.01,0.14,652.49
ORD1305,2023-05-16 00:00:00,CUST667,Clarence Smith,Europe,Canada,LAPTO813,Laptop,Electronics,1,84.35,72.54,0.14,16.96
ORD1328,2023-11-03 00:00:00,CUST511,Mark Jordan,Australia,Brazil,LAMP344,Lamp,Home Decor,11,612.28,6128.92,0.09,1146.85
ORD1381,2022-01-31 00:00:00,CUST548,William Wallace,Asia,Germany,LAPTO683,Laptop,Electronics,18,87.39,1211.23,0.23,152.45
ORD1391,2023-06-25 00:00:00,CUST667,Pamela Cox,Asia,Canada,JEANS623,Jeans,Clothing,5,464.46,1741.72,0.25,262.86
ORD1054,2023-08-07 00:00:00,CUST531,Samantha Cox,South America,Canada,SWEAT881,Sweater,Clothing,6,409.48,2014.64,0.18,324.54
ORD1542,2022-05-17 00:00:00,CUST638,Heather Smith,Australia,Brazil,SWEAT278,Sweater,Clothing,13,755.66,7564.16,0.23,1213.95
ORD1308,2023-02-10 00:00:00,CUST562,Lauren Olsen,South America,USA,T-SHI480,T-Shirt,Clothing,1,824.37,799.64,0.03,112.26
ORD1987,2023-11-20 00:00:00,CUST570,Tina Bender,Asia,UK,LAPTO346,Laptop,Electronics,13,94.24,1163.86,0.05,303.7
ORD1351,2022-08-10 00:00:00,CUST515,Joshua Young,North America,UK,JEANS632,Jeans,Clothing,16,754.11,11583.13,0.04,1721.08
ORD1687,2023-07-03 00:00:00,CUST516,Emma Taylor,Asia,India,NON-F374,Non-Fiction,Books,18,522.53,7994.71,0.15,1115.01
ORD1395,2022-07-16 00:00:00,CUST561,Willie Valdez,Asia,Canada,NON-F383,Non-Fiction,Books,14,346.24,4701.94,0.03,839.39
ORD1490,2023-11-03 00:00:00,CUST607,Catherine Hahn,South America,China,MIRRO159,Mirror,Home Decor,11,674.81,7422.91,0,1822.2
ORD1169,2022-02-17 00:00:00,CUST582,Dr. Aaron Alexander,Asia,Germany,SWEAT745,Sweater,Clothing,9,177.79,1392.1,0.13,334.88
ORD1126,2022-08-01 00:00:00,CUST684,Derek English,Australia,Australia,LAPTO827,Laptop,Electronics,11,654.22,6476.78,0.1,1112.95
ORD1016,2023-05-22 00:00:00,CUST501,Jacob Branch,South America,Germany,NON-F122,Non-Fiction,Books,4,588.62,1860.04,0.21,518.81
ORD1022,2023-01-22 00:00:00,CUST533,Sarah Torres,Australia,India,SWEAT598,Sweater,Clothing,7,387.31,2629.83,0.03,285.21
ORD1375,2023-04-27 00:00:00,CUST609,Katherine Johnson,Asia,UK,T-SHI544,T-Shirt,Clothing,19,291.95,5103.29,0.08,1112.16
ORD1545,2022-10-06 00:00:00,CUST678,Elizabeth Yates,South America,Canada,RUG519,Rug,Home Decor,6,552.98,3118.81,0.06,710.75
ORD1353,2023-01-19 00:00:00,CUST675,Kenneth Johnson,Australia,India,COMIC106,Comics,Books,15,393.43,4308.06,0.27,878.86
ORD1589,2023-10-18 00:00:00,CUST511,Robert Johnson,Europe,UK,TABLE141,Tablet,Electronics,6,905.27,4128.03,0.24,1108.12
ORD1802,2022-10-01 00:00:00,CUST533,Robert Ford,Europe,USA,TABLE849,Tablet,Electronics,9,744.85,5228.85,0.22,1253.09
ORD1177,2023-02-14 00:00:00,CUST664,Christopher Powell,South America,UK,BIOGR250,Biography,Books,7,329.75,2123.59,0.08,392.33
ORD1214,2022-08-28 00:00:00,CUST581,Casey Simmons,Australia,Canada,CURTA575,Curtain,Home Decor,16,764.08,11491.76,0.06,1175.85
ORD1064,2022-05-10 00:00:00,CUST516,Richard Alexander,North America,Australia,T-SHI634,T-Shirt,Clothing,20,747.39,11509.81,0.23,1185.01
ORD1128,2022-02-19 00:00:00,CUST505,Marcia Kelley,Asia,China,BIOGR966,Biography,Books,1,460.41,432.79,0.06,63.17
ORD1603,2023-06-08 00:00:00,CUST586,Meredith Lewis,Australia,Australia,BIOGR382,Biography,Books,11,919.34,9910.49,0.02,1854.39
ORD1249,2023-06-08 00:00:00,CUST625,Michael Kaiser,Australia,China,FICTI693,Fiction,Books,11,51.07,460.65,0.18,68.07
ORD1729,2022-10-12 00:00:00,CUST585,Charlene Mendez,Australia,China,CURTA128,Curtain,Home Decor,1,869.39,747.68,0.14,86.54
ORD1948,2023-01-24 00:00:00,CUST650,Yvonne Baxter,North America,Germany,CURTA673,Curtain,Home Decor,18,297.74,5091.35,0.05,734.74
ORD1492,2023-06-18 00:00:00,CUST581,Jeremiah Thompson,Australia,India,MIRRO565,Mirror,Home Decor,16,287.77,4097.84,0.11,664.85
ORD1717,2022-03-07 00:00:00,CUST692,Joel Mejia,Europe,China,PHONE514,Phone,Electronics,9,690.07,5962.2,0.04,614.18
ORD1538,2022-09-03 00:00:00,CUST598,Yvette Hensley,South America,Brazil,HEADP452,Headphones,Electronics,8,200.44,1539.38,0.04,369.84
ORD1530,2022-08-24 00:00:00,CUST576,Janet Thomas,Australia,UK,HEADP728,Headphones,Electronics,9,411.36,3665.22,0.01,985.55
ORD1715,2023-11-03 00:00:00,CUST562,Mrs. Rhonda Bridges,South America,UK,MIRRO438,Mirror,Home Decor,13,810.47,7586,0.28,1629.52
ORD1855,2022-02-23 00:00:00,CUST633,Jennifer Hatfield,Asia,Germany,FICTI128,Fiction,Books,7,57,311.22,0.22,42.91
ORD1629,2023-12-26 00:00:00,CUST544,Julian Pearson,Australia,Brazil,T-SHI587,T-Shirt,Clothing,13,985.89,9612.43,0.25,1747.77
ORD1732,2022-10-06 00:00:00,CUST565,Todd Williams,Asia,USA,T-SHI216,T-Shirt,Clothing,12,107.16,1273.06,0.01,310.85
ORD1373,2023-08-21 00:00:00,CUST620,Brandon Garcia,Europe,China,MIRRO989,Mirror,Home Decor,20,152.53,2989.59,0.02,727.19
ORD1255,2023-10-24 00:00:00,CUST641,Derrick Johnson,Asia,USA,SWEAT557,Sweater,Clothing,15,105.88,1365.85,0.14,248.7
ORD1139,2023-07-30 00:00:00,CUST537,Jennifer Bray,North America,Brazil,HEADP475,Headphones,Electronics,1,214.05,209.77,0.02,27.19
ORD1493,2023-04-25 00:00:00,CUST533,Dr. Hannah Manning,Europe,Germany,T-SHI972,T-Shirt,Clothing,7,248.64,1374.98,0.21,378.16
ORD1894,2022-02-03 00:00:00,CUST526,Jasmine Sanders,Australia,USA,T-SHI866,T-Shirt,Clothing,14,369.61,3622.18,0.3,790.13
ORD1704,2022-11-03 00:00:00,CUST636,John Webb,Asia,Australia,FICTI335,Fiction,Books,7,946.87,4639.66,0.3,678.65
ORD1624,2023-11-25 00:00:00,CUST510,Bradley Ray,Europe,India,RUG488,Rug,Home Decor,19,887.3,13486.96,0.2,3304.31
ORD1006,2022-10-05 00:00:00,CUST655,Jeffrey Case,Australia,Germany,JACKE582,Jacket,Clothing,10,280.58,2076.29,0.26,226.01
ORD1726,2023-07-03 00:00:00,CUST664,Kathleen Ayala,South America,India,COMIC889,Comics,Books,12,668.95,6502.19,0.19,1721.61
ORD1718,2022-08-04 00:00:00,CUST625,Deanna Larson,Europe,Germany,JEANS964,Jeans,Clothing,13,524.4,5930.96,0.13,668.94
ORD1699,2022-11-05 00:00:00,CUST690,Frank Castro,Australia,China,TABLE792,Tablet,Electronics,1,26.34,22.65,0.14,3.8
ORD1157,2022-10-30 00:00:00,CUST685,Stephanie Shaw MD,Asia,USA,FICTI662,Fiction,Books,14,459.61,5855.43,0.09,1604.86
ORD1121,2022-09-13 00:00:00,CUST682,Robert Washington,Asia,USA,COMIC844,Comics,Books,15,830.19,9837.75,0.21,1539.12
ORD1209,2022-04-23 00:00:00,CUST618,Eric Moore,Europe,Canada,COMIC899,Comics,Books,9,893.87,7562.14,0.06,1982.48
ORD1501,2022-03-21 00:00:00,CUST567,Tonya Atkins,Australia,India,PHONE655,Phone,Electronics,3,655.07,1611.47,0.18,305.48
ORD1009,2023-09-30 00:00:00,CUST534,Duane Rivas,Europe,USA,NON-F232,Non-Fiction,Books,1,838.59,704.42,0.16,162.69
ORD1116,2022-12-14 00:00:00,CUST583,Jeffrey Brock,South America,Brazil,JEANS986,Jeans,Clothing,7,479.69,3223.52,0.04,539.35
ORD1769,2023-05-09 00:00:00,CUST630,Craig Anderson,South America,USA,TABLE178,Tablet,Electronics,12,61.18,572.64,0.22,128.89
ORD1404,2022-10-08 00:00:00,CUST670,Ana Liu,Europe,Germany,LAPTO869,Laptop,Electronics,13,769.83,9207.17,0.08,2467.35
ORD1478,2022-11-14 00:00:00,CUST664,Edward Gomez,Europe,Australia,RUG764,Rug,Home Decor,7,735.1,4322.39,0.16,820.17
ORD1976,2022-07-15 00:00:00,CUST524,Kathryn Downs,Australia,Brazil,T-SHI703,T-Shirt,Clothing,20,675.77,12704.48,0.06,2780.31
ORD1383,2022-02-03 00:00:00,CUST536,Alan Clark,Australia,India,LAPTO181,Laptop,Electronics,1,677.52,514.92,0.24,107.82
ORD1435,2022-09-24 00:00:00,CUST538,Margaret Davis,Europe,Brazil,CURTA684,Curtain,Home Decor,5,958.52,4648.82,0.03,694.76
ORD1451,2023-07-26 00:00:00,CUST552,Deanna Smith,Asia,India,HEADP579,Headphones,Electronics,6,35.95,155.3,0.28,30.95
ORD1876,2023-10-02 00:00:00,CUST605,Andrew Avery,Australia,Canada,COMIC282,Comics,Books,5,203.12,761.7,0.25,210.19
ORD1731,2023-01-27 00:00:00,CUST553,Kelsey Hamilton,Europe,China,LAPTO420,Laptop,Electronics,13,685.13,7926.95,0.11,1669.77
ORD1873,2023-07-17 00:00:00,CUST552,Angel Perkins MD,Asia,China,NON-F350,Non-Fiction,Books,6,896.22,5323.55,0.01,976.39
ORD1362,2023-01-07 00:00:00,CUST633,Kevin Quinn,Europe,China,JACKE957,Jacket,Clothing,1,57.39,45.34,0.21,4.81
ORD1707,2022-06-14 00:00:00,CUST620,Richard Carlson,North America,Canada,RUG285,Rug,Home Decor,2,462,711.48,0.23,169.2
ORD1995,2022-03-24 00:00:00,CUST635,Joseph Carroll,Australia,China,MIRRO800,Mirror,Home Decor,12,187.7,1734.35,0.23,436.32
ORD1400,2023-12-22 00:00:00,CUST563,John Mathis,North America,UK,TABLE366,Tablet,Electronics,2,853.57,1212.07,0.29,233.97
ORD1900,2023-10-31 00:00:00,CUST564,Heidi Reilly,Europe,Brazil,FICTI640,Fiction,Books,2,413.37,686.19,0.17,113.06
ORD1731,2022-09-18 00:00:00,CUST545,Alejandro Rodgers,North America,USA,RUG269,Rug,Home Decor,7,161.19,992.93,0.12,140.07
ORD1467,2022-04-14 00:00:00,CUST675,Tamara Barker,Australia,India,COMIC474,Comics,Books,15,229.39,2993.54,0.13,379.89
ORD1585,2023-04-04 00:00:00,CUST532,Timothy Barber,Asia,Germany,NON-F235,Non-Fiction,Books,11,819.01,6486.56,0.28,1787.5
ORD1800,2022-06-30 00:00:00,CUST588,Dawn Escobar,Australia,USA,BIOGR152,Biography,Books,9,27.38,182.35,0.26,44.62
ORD1425,2023-03-04 00:00:00,CUST533,Tracy Jones,South America,UK,RUG551,Rug,Home Decor,4,23.24,84.59,0.09,15.01
ORD1939,2023-04-20 00:00:00,CUST617,Eric Robinson,South America,Brazil,COMIC418,Comics,Books,3,959.75,2360.99,0.18,589.73
ORD1219,2023-08-18 00:00:00,CUST502,Kristen Becker,Australia,USA,MIRRO112,Mirror,Home Decor,17,554.25,9045.36,0.04,1035.61
ORD1400,2023-02-05 00:00:00,CUST632,Hannah Wilson,North America,China,JACKE511,Jacket,Clothing,19,68.85,1125.01,0.14,272.1
ORD1875,2023-03-07 00:00:00,CUST567,Thomas Duran,Europe,Canada,NON-F713,Non-Fiction,Books,8,461.12,3283.17,0.11,392.31
ORD1221,2023-09-24 00:00:00,CUST626,Kayla Smith,Asia,UK,JEANS531,Jeans,Clothing,16,999.12,12788.74,0.2,1450
ORD1015,2022-04-16 00:00:00,CUST643,Terry Flores,Asia,Germany,HEADP206,Headphones,Electronics,17,14.51,241.74,0.02,54.79
ORD1081,2022-09-08 00:00:00,CUST599,Aaron Spencer,Australia,India,HEADP867,Headphones,Electronics,13,615.82,6404.53,0.2,1177.76
ORD1005,2023-04-10 00:00:00,CUST558,Shane Mercer,South America,Brazil,LAMP714,Lamp,Home Decor,17,835.1,9937.69,0.3,2859.91
ORD1332,2022-05-02 00:00:00,CUST523,Terry Harrison,Australia,Canada,HEADP755,Headphones,Electronics,8,959.39,6370.35,0.17,753.26
ORD1728,2022-03-09 00:00:00,CUST521,Andrew Peterson,Asia,Canada,NON-F419,Non-Fiction,Books,20,428.19,7793.06,0.09,951.73
ORD1256,2023-08-01 00:00:00,CUST597,Tina Beasley,Europe,UK,FICTI898,Fiction,Books,6,165.3,902.54,0.09,113.17
ORD1362,2022-01-30 00:00:00,CUST626,Mr. Leroy Page,Asia,USA,LAMP788,Lamp,Home Decor,7,401.82,2137.68,0.24,359.36
ORD1002,2023-05-04 00:00:00,CUST683,Susan Hall,Australia,Brazil,LAPTO906,Laptop,Electronics,12,85.28,787.99,0.23,89.54
ORD1112,2023-10-06 00:00:00,CUST599,Bradley Miranda,Asia,China,JACKE842,Jacket,Clothing,4,669.11,2542.62,0.05,434.7
ORD1111,2022-06-18 00:00:00,CUST574,Justin Wallace,Europe,Canada,TABLE363,Tablet,Electronics,19,56.75,938.08,0.13,198.52
ORD1555,2023-10-30 00:00:00,CUST573,Heather Roberts,Asia,Canada,BIOGR468,Biography,Books,14,843.42,10509.01,0.11,3073.95
ORD1753,2022-07-19 00:00:00,CUST665,Diane Baker,South America,Germany,LAPTO992,Laptop,Electronics,4,282.8,893.65,0.21,236.32
ORD1724,2022-08-11 00:00:00,CUST510,James Hunt,South America,Brazil,SWEAT650,Sweater,Clothing,3,779.49,2198.16,0.06,322.9
ORD1945,2022-02-27 00:00:00,CUST510,Shannon Browning,South America,Australia,NON-F718,Non-Fiction,Books,2,436.66,864.59,0.01,89.13
ORD1250,2022-11-03 00:00:00,CUST601,Theodore Jones,Australia,Brazil,HEADP421,Headphones,Electronics,12,845.15,7302.1,0.28,1762.19
ORD1918,2022-05-25 00:00:00,CUST555,Joshua Turner,Europe,Brazil,MIRRO851,Mirror,Home Decor,20,27.63,508.39,0.08,127.54
ORD1424,2022-09-07 00:00:00,CUST501,Jim Curry,Australia,Canada,JACKE651,Jacket,Clothing,16,798.35,12518.13,0.02,3690.58
ORD1602,2022-05-27 00:00:00,CUST659,Anna Smith,Asia,China,FICTI861,Fiction,Books,8,272.69,1788.85,0.18,520.26
ORD1776,2023-08-04 00:00:00,CUST654,Carolyn Solis,North America,UK,T-SHI508,T-Shirt,Clothing,12,337.05,3437.91,0.15,763.49
ORD1075,2023-10-04 00:00:00,CUST568,Mary Johnson,South America,India,NON-F461,Non-Fiction,Books,19,633.67,8668.61,0.28,1081.07
ORD1720,2022-07-19 00:00:00,CUST663,Judy Combs,Australia,Australia,SWEAT909,Sweater,Clothing,4,69.53,239.18,0.14,60.86
ORD1555,2022-08-16 00:00:00,CUST558,Joseph Mckee,Asia,Australia,PHONE523,Phone,Electronics,9,516.68,3487.59,0.25,401.93
ORD1856,2023-02-11 00:00:00,CUST602,Lisa Perkins,Asia,Canada,LAMP800,Lamp,Home Decor,20,517.78,9837.82,0.05,2879.13
ORD1977,2022-05-27 00:00:00,CUST691,Catherine Garcia DDS,Australia,China,TABLE267,Tablet,Electronics,15,660.68,7333.55,0.26,2011.53
ORD1464,2022-11-04 00:00:00,CUST681,Daniel Nelson,Europe,USA,MIRRO718,Mirror,Home Decor,6,841.24,4088.43,0.19,849.37
ORD1944,2022-10-20 00:00:00,CUST508,Jennifer Cox MD,South America,UK,BIOGR862,Biography,Books,10,127.8,1099.08,0.14,240.39
ORD1358,2023-01-01 00:00:00,CUST650,Kayla Houston,North America,India,TABLE336,Tablet,Electronics,9,673.1,5028.06,0.17,798.02
ORD1634,2022-08-04 00:00:00,CUST515,Brandon Schultz,North America,Australia,PHONE475,Phone,Electronics,13,318.72,3397.56,0.18,863.83
ORD1782,2022-11-26 00:00:00,CUST525,Ian Johnson,Asia,Canada,CURTA831,Curtain,Home Decor,10,543.77,4785.18,0.12,1120.87
ORD1789,2023-12-03 00:00:00,CUST569,Shirley Mills,Europe,Canada,LAMP107,Lamp,Home Decor,14,691.37,9582.39,0.01,1090.71
ORD1481,2023-10-10 00:00:00,CUST508,Samantha Reed,Australia,China,FICTI846,Fiction,Books,18,723.36,10676.79,0.18,2108.55
ORD1688,2023-04-16 00:00:00,CUST585,Ethan Stephens,South America,Australia,RUG263,Rug,Home Decor,15,781.36,9376.32,0.2,1037.96
ORD1609,2023-09-25 00:00:00,CUST530,Brittany Russell,North America,Brazil,T-SHI478,T-Shirt,Clothing,5,204.63,1002.69,0.02,228.47
ORD1391,2023-10-22 00:00:00,CUST690,Justin Barrett,North America,Australia,LAPTO245,Laptop,Electronics,8,719.56,4893.01,0.15,1067.03
ORD1918,2022-05-12 00:00:00,CUST692,Thomas Jones,Australia,UK,PHONE979,Phone,Electronics,11,594.84,5103.73,0.22,920.22
ORD1182,2022-12-13 00:00:00,CUST574,Ryan Wolfe,South America,China,CURTA995,Curtain,Home Decor,20,468.02,7675.53,0.18,1180.78
ORD1846,2022-03-16 00:00:00,CUST603,Michele Cortez,Asia,USA,SWEAT953,Sweater,Clothing,18,754.27,10046.88,0.26,1373.57
ORD1487,2023-03-03 00:00:00,CUST691,Thomas Alexander,Asia,Germany,TABLE456,Tablet,Electronics,17,694.95,9923.89,0.16,2225.07
ORD1929,2022-08-03 00:00:00,CUST502,Kevin Carpenter,Asia,Australia,PHONE405,Phone,Electronics,15,644.23,8020.66,0.17,1440.1
ORD1021,2023-05-02 00:00:00,CUST680,Angie Garza,South America,UK,RUG695,Rug,Home Decor,15,457.73,5973.38,0.13,1357.24
ORD1066,2023-11-27 00:00:00,CUST592,Timothy Jenkins,North America,China,FICTI828,Fiction,Books,18,880.79,12683.38,0.2,3514.87
ORD1672,2023-07-17 00:00:00,CUST517,Rebecca Moreno,North America,China,BIOGR102,Biography,Books,12,985,10519.8,0.11,2217.45
ORD1301,2023-11-26 00:00:00,CUST698,Clinton Hanson,Asia,USA,HEADP335,Headphones,Electronics,20,861.88,15169.09,0.12,4221.13
ORD1476,2022-02-09 00:00:00,CUST600,Anne Trujillo,Australia,Germany,BIOGR959,Biography,Books,2,68.34,117.54,0.14,32.78
ORD1948,2023-07-03 00:00:00,CUST556,Jennifer Hanson,South America,Brazil,JEANS139,Jeans,Clothing,2,171.95,333.58,0.03,67.89
ORD1002,2023-08-04 00:00:00,CUST697,Melissa Gray,South America,Germany,HEADP750,Headphones,Electronics,11,690.44,6607.51,0.13,1442.41
ORD1082,2023-09-28 00:00:00,CUST672,Ricky Rivera,South America,China,RUG298,Rug,Home Decor,15,562.92,6670.6,0.21,1009.62
ORD1562,2022-05-08 00:00:00,CUST657,Christina Hart,Asia,USA,MIRRO345,Mirror,Home Decor,20,769.94,15244.81,0.01,4347.35
ORD1792,2022-11-18 00:00:00,CUST649,Nicholas Hinton,Australia,China,JACKE226,Jacket,Clothing,3,273.61,746.96,0.09,118.3
ORD1696,2022-02-09 00:00:00,CUST687,Donald Howard,Asia,USA,MIRRO841,Mirror,Home Decor,15,687.52,7631.47,0.26,1014.43
ORD1571,2023-05-19 00:00:00,CUST650,Cynthia Lester,North America,Canada,LAMP160,Lamp,Home Decor,16,271,3295.36,0.24,503.69
ORD1240,2023-02-07 00:00:00,CUST551,Ashley Farmer,Australia,UK,JACKE938,Jacket,Clothing,5,827.4,4012.89,0.03,445.31
ORD1724,2023-01-03 00:00:00,CUST576,Wendy Carpenter,Asia,Canada,HEADP352,Headphones,Electronics,20,803.14,11725.84,0.27,1677.9
ORD1351,2022-07-21 00:00:00,CUST532,Elizabeth Munoz,Australia,Brazil,JEANS552,Jeans,Clothing,2,336.38,666.03,0.01,122.67
ORD1004,2022-11-23 00:00:00,CUST549,Susan Cortez,Asia,Germany,PHONE922,Phone,Electronics,4,772.03,2563.14,0.17,556.05
ORD1369,2023-09-02 00:00:00,CUST688,Mario Aguilar,South America,Germany,HEADP806,Headphones,Electronics,20,65.89,975.17,0.26,217.71
ORD1489,2023-08-19 00:00:00,CUST633,Kelsey Quinn,North America,Brazil,BIOGR165,Biography,Books,5,677.85,2846.97,0.16,328.07
ORD1627,2022-09-18 00:00:00,CUST667,Amanda Sexton DDS,Europe,Germany,FICTI947,Fiction,Books,11,795.91,7791.96,0.11,1632.99
ORD1117,2022-07-16 00:00:00,CUST636,David Delgado,South America,Brazil,FICTI213,Fiction,Books,4,358.83,1263.08,0.12,246.79
ORD1665,2023-06-26 00:00:00,CUST562,Travis Conrad,Asia,USA,COMIC205,Comics,Books,12,582.14,5378.97,0.23,591.4
ORD1499,2023-12-15 00:00:00,CUST623,Elizabeth Skinner,Asia,Brazil,LAMP291,Lamp,Home Decor,5,699.92,2484.72,0.29,314.88
ORD1698,2023-11-09 00:00:00,CUST611,Richard Johnson,North America,USA,FICTI174,Fiction,Books,6,413.07,2057.09,0.17,520.77
ORD1086,2023-09-06 00:00:00,CUST521,Justin Howard,South America,India,NON-F911,Non-Fiction,Books,14,236.64,3180.44,0.04,778.23
ORD1474,2023-05-25 00:00:00,CUST622,Brian Gonzalez,Asia,Brazil,T-SHI301,T-Shirt,Clothing,14,855.98,11744.05,0.02,1470.51
